rank,game_id,gamename,brandname,sellday,median,count2_get_score,pov_votes
598,37114,護身術道場 秘密のNTRレッスン,WAKUWAKU,2023-06-22,70,8,3
599,7897,華麗なる人生2,フェアリーテール,1994-11-22,70,8,1
600,24992,俺が愛した人妻 ～恵美子～,桃源郷,2017-04-14,70,7,1
601,1535,人妻×人妻 ～ここは人妻パラダイス!～ 録りおろし!,DISCOVERY,2001-06-29,70,7,1
602,11510,Incest lover ～ママと母の秘蜜～,メドゥーサ,2008-08-29,70,6,1
603,2627,魔淫の宴 ～ホワイトパッケージ～,BLACK PACKAGE TRY,2000-09-29,70,6,1
604,21757,ぷれい! ぷち! 妊,ばるきり屋,2015-04-10,70,6,1
605,38111,性母懐胎 ～淫乱ドM巨乳ママが息子の孕み妻になるまで～,DWARFSOFT,2025-03-21,70,5,1
606,2452,Peeping Web,Sweetpain,2002-11-22,70,5,1
607,26541,バージン・ロード,ぺぺろんちーの,2017-07-11,70,5,1
608,16068,アネトリ ～オクテな姉は、エロスな俺の性奴隷～,パンプキン,2011-09-29,70,5,1
609,40309,人間操作アプリで巨乳従姉を好き放題する話,ギャラクシーゲームズ,2026-02-10,70,4,1
610,39430,200年前子作りは愛し合う者同士でする行為だった,鈴屋,2024-09-22,70,3,1
611,36758,家出少女・高邑緋雪の秘蜜 〜恥辱にまみれ快楽墜ちさせられていく彼女の純愛〜,アトリエさくら,2024-09-27,70,3,1
612,24975,秘密の野球拳!,アオクマシー,2013-05-22,70,3,2
613,25139,催眠銃でヤリたい放題(気になるあの娘が堕ちた記録),PAPER HEARTS,2016-03-27,70,2,1
614,17043,教育ママの鳴かせかた,へいせん堂,2012-04-05,70,2,1
615,31121,モブ姦クエスト ～VR世界でNPCとヤリまくり～,ナイトエンペラー,2021-04-29,70,1,1
616,21693,劣情喚起 ～肉棒と中出しを求めるオンナ達～,セイバーフィッシュ,2015-03-06,70,1,1
617,28261,Immoral Sneaking -罠にはまった乙女たち-,Immoral Sneaking制作委員会,2011-12-31,70,1,1
618,12981,Dark Blue,LiLiM DARKNESS,2009-11-27,69,301,1
619,14201,他の男の精液で孕んでもいいですか…?3 僕の知らない所でイキ狂っていた最愛彼女 ―生真面目な学園副会長―,アトリエさくら Team.NTR,2010-10-29,69,82,1
620,38543,スターライトBLUE ～幼なじみで推しの娘が知らないうちに開発されていた～,LiLiM DARKNESS,2025-08-29,69,68,1
621,16075,Wanna. ～SpartanSex Spermax!!!～,Guilty eX,2012-01-27,69,57,2
622,21426,堕ちていく新妻 ～ごめんなさいアナタ…私もう……でも、愛してる～,シルキーズSAKURA,2015-02-27,69,55,1
623,7763,操心術+,Studio 邪恋,2006-06-30,69,48,2
624,21033,手籠めにされる九人の堕女,Guilty,2014-12-19,69,35,1
625,27145,僕ママ×友ママ交姦ハメップ性活 ～母性あふれる僕らの巨乳ママたちは背徳に身悶えながら甘えん棒を貪り喘ぐ～,ANIM.teamMM,2018-11-30,69,34,4
626,26244,たわわ奥さん×ハプニングジム ～むっちりボディとすけべなエクササイズ～,アパダッシュ,2018-03-09,69,23,1
627,29059,メス堕ち!オレのネトリ棒で淫らに喘ぐ先輩&後輩妻2 ～ムッチリ肉厚の巨乳妻たちとのいちゃラブハメ性活～,Anim,2020-03-27,69,22,1
628,4813,若奥さま 美咲 ～抱かれて悶えて流されて～,本気汁,2005-02-25,69,20,1
629,16263,虐襲4 EXTRA SCENARIO,Anim,2012-01-20,69,19,1
630,26672,姉妹X催眠 ～絶対服従、俺がずっと王様～,POISON,2018-05-25,69,16,1
631,33739,完堕ちX寝取られ家族 〜アナタ、許して。私たち、浮気セックスに本気でハマっちゃったの〜,POISON,2023-03-31,69,16,2
632,27188,ネブギャル ～JKギャルを舐り尽くして彼氏バレ「おじさん以外もういらねーから」～,SUKARADOG,2018-11-30,69,14,1
633,18970,続・保健委員の力を利用して、生意気なお嬢様の身体測定でイタズラ放題やっちゃいました!,4H,2011-02-03,69,11,1
634,36009,性調教済だった愛する彼女 ～他の男から仕込まれていた淫乱性癖～,アトリエさくら,2024-04-26,69,11,1
635,4280,辱妻 ～ご利用は計画的に～,LiLiM生,2004-12-10,69,10,1
636,14165,働く奥さんは好きですか? ～パートのオバチャンが女になるまで～,平安亭,2010-09-13,69,8,1
637,23574,誘惑の団地妻たち ～快楽に溺れる熟れた肉～,ディーゼルマイン,2016-04-15,69,5,1
638,19104,牝鏡調教 ～メガネ少女は如何にしてキモオタ教師のものになったか～,極フェロ,2013-05-24,69,2,1
639,25141,気になるあの娘たちのその後+,PAPER HEARTS,2016-12-24,69,1,1
640,25140,催眠同居性活 ～幸せ家族の人生崩壊～,PAPER HEARTS,2016-07-23,69,1,1
641,8433,ToHeart2 AnotherDays,Leaf,2008-02-29,68,965,1
642,15438,姫騎士オリヴィア ～へ、変態、この変態男!少しは恥を知りなさい!～,シルキーズ,2011-08-26,68,94,3
643,2950,相楽さん家の悦楽ライフ♪,ZyX,2003-08-28,68,83,1
644,19046,つるぺた×NTR ～幼なじみ彼女の3年間の調教記録～,アトリエさくら Team.NTR,2013-07-26,68,61,1
645,4949,愛姉妹 ～二人の果実～,シルキーズ,1994-09-30,68,61,1
646,5982,喪服妻 「許してアナタ…私、弱い未亡人です」,ルネ,2005-07-29,68,51,4
647,5031,隣り妻,CALIGULA,2005-04-28,68,48,2
648,24134,ネトラレンアイ ～愛する彼女が結んだ淫らな契約～,わるきゅ～れ,2016-11-25,68,45,1
649,5167,D-Spray 媚薬でモテモテ 課長代理補佐,アンダームーン,2005-06-24,68,40,2
650,17179,僕の目の前で××される彼女,アイル,2012-09-28,68,38,2
651,18486,欲求不満な発情おばさんに誘惑された僕は……。 ～秘密と背徳に満ちた冬休みの思い出～,ソーラレイ,2013-04-04,68,33,4
652,20551,TS魔法少女なお!,Crooked Navel,2014-05-03,68,31,1
653,16798,魔法少女ピュア・セインツ ～負けちゃうたびに、どんどんエッチな正義のヒロインになっていっちゃうの～,Atelier G/H,2012-06-01,68,25,1
654,4866,代々木人妻専門学院 ～乳妻たちのアンニュイ～,るチャ!(LUCHA!),2006-06-30,68,17,1
655,33026,ネトラセ妻、美衣奈 ～他の男の手で知らなかった快感を味わい乱れる若妻～,アトリエさくら,2022-10-28,68,17,1
656,20068,やりもくナンパビーチ ～見たくなかった母の姿～,Autobahn,2013-12-31,68,15,2
657,17986,聖夜戦姫アルテミス・陥落 ～聖なる戦士の誇りと日常がキモヲタ精子で蹂躙される!～,Miel,2012-12-31,68,15,1
658,17075,接触洗脳倶樂部,すたじおちゃれん,2012-04-15,68,12,1
659,18089,淫猥催眠整体院,STUDIO TRIUMPH,2012-12-31,68,12,1
660,2666,みんなに今夜☆会いに来て 裏木戸のカギは一つ,せ・き・ら・ら,2003-04-04,68,11,1
661,4255,すずり先生と26個のエッチなおっぱい,ハートブリガン,2004-11-26,68,10,1
662,24411,隣の新婚人妻をハメ撮り寝取り孕ま性活,Miel,2016-11-11,68,9,2
663,16159,男痴妻 ～オトコト、シマクル、オンナタチ～,U・Me SOFT,2011-11-04,68,9,1
664,17194,妻堕 ～清楚な人妻の隠された露出性癖～,STUDIO TRIUMPH,2012-06-29,68,8,4
665,13403,美人妻の痴態 ～兄の妻は俺の嫁～,汁・ザル,2009-12-18,68,6,2
666,27022,巡りくる夏の日は…,ディーゼルマイン,2018-07-27,68,6,1
667,15084,高慢な奥さんは好きですか? ～傲慢人妻教師の堕とし方～,平安亭,2011-06-13,68,6,3
668,33332,女子に使えるエロチケ! ～クラスの女子全員とあんなコトこんなコト!!～,こたつおでん,2023-10-25,68,3,1
669,23426,清楚で真面目な彼女が、最凶ヤリサーに勧誘されたら…?,Frill,2016-05-27,67,116,1
670,6075,黒の歌姫,CLOCKUP,2005-10-28,67,74,1
671,19281,兄貴の嫁さんなら、俺にハメられてヒイヒイ言ってるところだよ -sister-in-law is my fuck buddy-,ORCSOFT,2013-08-09,67,52,7
672,7841,凌母 -Maternity Insult-,アイル,2007-04-13,67,47,1
673,20987,催眠母,筆柿そふと,2014-11-28,67,36,1
674,18465,性活指導員 ～キモ男が不妊に悩むピュアな若妻に手取り足取りアクメレッスン! ラブラブ寝取り種付けで理想の嫁に!～,Miel,2013-03-29,67,26,2
675,28224,いかにして俺の妻は孕んだか……,Waffle,2019-11-29,67,26,1
676,18156,とある家族の寝取られ模様 －家族哀－,POISON,2013-03-29,67,26,1
677,26015,妻が身体を開く理由 ～知らぬ間に甥からセックス開発されていた愛する妻～,アトリエさくら Team.NTR,2017-12-22,67,22,1
678,30002,完堕ちX元ヤン妻 ～ごめんなさい。私、ムカつく後輩に肉オナホにされちゃったの～,POISON,2020-11-27,67,18,1
679,24024,女体淫換 ～移り変わる恥辱的好奇心～,ノアールソフト(NOIR),2016-09-30,67,15,1
680,29477,催眠術使ってトイレでいたずら,BABEL,2020-05-02,67,8,1
681,14139,熟母喰い The Motion ～元グラドルのお母さん～,Guilty+,2010-08-27,67,6,1
682,33603,ママ僕だけを愛して… ～キモデブ息子を溺愛する母の歪んだ愛情～,TRYSET Break,2023-02-24,67,4,1
683,16077,憧れのお姉さんを、婚約者から寝取る方法,AHAAN,2011-09-30,67,4,1
684,1970,Ripple ～ブルーシールへようこそっ～,戯画,2002-04-05,66,264,1
685,27239,妹快楽堕ち ～お兄ちゃんに無理やりハメられてから～,クレージュA,2018-10-04,66,96,2
686,22488,乱れ雪月華 ～儚く散る細雪～,Lass Lunatic,2015-11-27,66,75,3
687,17890,大催眠,Liquid,2013-01-25,66,71,2
688,15443,ぜっちょースパイラル!! ～下宿人はわがままエッチな女の子ばかり～,ALL-TiME,2011-08-05,66,35,4
689,24292,星空TeaParty えくすとら ～「恋愛」はじまりました!～,SkyFish poco,2017-03-24,66,21,1
690,32576,ピュアピュア❤︎ぺろぺろ❤︎プリンセス ～純心魔法王女のドスケベ快楽レッスン～,DWARFSOFT,2022-05-27,66,18,1
691,7134,背徳姉弟相姦 ～姉の淫らな柔肉～,アンダーリップ,2005-11-25,66,17,3
692,29018,貴女が居るのに寝取られちゃう ～女の子同士の間に割ってはいる女学園男性教員～,ファーサイド,2020-03-27,66,10,1
693,28928,とある王妃の閨事 ～貞淑な妻はいかにして孕んだか～,平安亭,2020-01-19,66,9,1
694,30068,結婚生活を守るために代理子作りで寝取り穴嫁にされる新妻,Miel,2020-10-16,66,8,1
695,31454,性欲! 尿意! CTRLアプリ!! ～クラスの女子全員にエッチなイタズラやりたい放題!!!～,こたつおでん,2021-09-28,66,5,2
696,2912,好きなものは好きだからしょうがない!! +White Flower+,プラチナれーべる,2003-07-31,66,5,1
697,2445,D.C.WhiteSeason ～ダ・カーポ ホワイトシーズン～,CIRCUS,2002-12-13,65,498,1
698,2006,ランス4.1 ～お薬工場を救え!～,ALICESOFT,1995-12-01,65,345,1
699,3513,Rance II -反逆の少女達-,ALICESOFT,1990-05-15,65,336,1
700,4528,ジオグラマトン -Dyogrammaton-,CLOCKUP/チームジオ,2005-02-25,65,191,2
701,733,守り神様,ALICESOFT,1999-03-25,65,158,1
702,16224,りとる†びっち ～Little Bitch Girls in Hog Farm～,エレクトリップ,2011-12-09,65,139,1
703,7850,クライミライ4,FlyingShine黒,2007-04-27,65,69,1
704,21372,ミライカノジョ,PULLTOP LATTE,2015-03-27,65,66,1
705,12216,催眠学級,M no VIOLET,2009-04-10,65,62,1
706,21008,父に恋した淫乱娘「彩子」 ～お父さんは誰にも渡さない～,ぱちぱちそふと黒,2014-10-31,65,62,1
707,20801,巨根で種付け牧場になる町 ～名門母娘たちを片っ端から孕ま征服! 街中の牝穴が俺の家畜になりたがる!～,Miel,2014-07-25,65,49,4
708,10740,昇龍戦姫 天夢,LiLiM,2008-08-29,65,48,1
709,21541,幼すぎる幼妻,ピーキー,2015-02-20,65,45,6
710,14630,僕の彼女がこんなキモ男の嫁に! ～ごめんね、私の子宮はダーリン専用にされちゃった♪～,Miel,2010-11-12,65,44,3
711,14321,中出しスパイの挿入捜査 -子宮の平和は俺が守る!-,softhouse-seal,2010-10-22,65,38,1
712,716,魔淫の宴,BLACK PACKAGE TRY,1998-10-23,65,36,1
713,19951,巨根で生ハメ王になれる学園 ～女子学生みんな孕ませ肉オナホれすッ! いつでもどこでも精子様を排泄して卵子屈服させてくらしゃいっ♪～,Miel,2013-12-31,65,36,1
714,29585,恋人スワッピング ～親友の恋人を俺は抱き、俺の恋人は親友に抱かれる〜,アトリエさくら Team.NTR,2020-07-22,65,35,2
715,18934,ツゴウノイイ家族,D:drive.,2013-10-25,65,35,2
716,32621,奥さまの回復術 純愛編,ALICESOFT,2022-05-27,65,34,1
717,9326,奴隷志願サイト ～人妻・翔子の記録～,Black Lilith,2007-05-25,65,34,3
718,23617,彼女を寝取ったヤリチン男を雌堕ちさせるまで,メス男子,2016-07-29,65,32,3
719,27559,トモダチ♂♀セックス 彼氏に内緒で同棲生活!,アトリエさくら Team.NTR,2019-02-28,65,32,2
720,2797,アイコン,ベリーベル,2003-06-06,65,31,1
721,32622,奥さまの回復術 寝取られ編,ALICESOFT,2022-05-27,65,31,1
722,6313,全て奪ってやる!,Waffle,2005-10-14,65,30,1
723,24958,モブ催眠,include,2017-08-25,65,30,3
724,15130,JK交姦 ～そこのアナタ、娘の処女を貰ってください～,Red Label,2011-03-31,65,29,1
725,18179,妻ネトリ ～女教師の調教日誌～,Black Lilith,2013-02-22,65,29,1
726,10983,人妻喰い ～万引きGメン恥辱日誌～,Guilty,2008-12-26,65,28,2
727,16964,ネトワクネトラル カレマチカノジョ,TEATIME,2012-06-15,65,26,1
728,19205,受精してよ千鶴さん! ～人妻と恋するひと夏～,LiLiTH,2013-07-20,65,25,2
729,28341,僕と彼女の淫らな宴,CLOCKUP,2019-10-25,65,24,2
730,11950,義母散華 ～ははさんげ～,Anim,2009-03-20,65,24,2
731,10087,人妻搾乳百貨店,マリン,2007-12-21,65,24,1
732,26694,痴漢狂 ～ガチ使えるアプリでムチムチ巨乳尻を揉んで触って! アクメ顔でイカせたい!!～,シルキーズSAKURA,2018-04-06,65,24,1
733,29197,母ちゃんの友達にシコってるところ見られた。,ORCSOFT,2020-03-07,65,23,1
734,23499,龍堂寺士門の淫謀,Mink,2016-07-29,65,23,1
735,32585,つまもみ ～欲求不満の奥さんとなし崩しオイルマッサージ～,AMUSE CRAFT EROTICA,2022-06-24,65,22,1
736,26964,黒ギャル娘との淫欲相姦 ～翻弄される父親の性欲～,アパタイト,2018-08-03,65,21,3
737,20882,淫烙の巫女NTR 第一話「義父の魔の手」,Nomad,2014-08-01,65,20,2
738,4939,学園処女狩り,BLACK PACKAGE,2005-06-10,65,20,1
739,14480,妻みぐい ボイス追加ダウンロード版,ALICESOFT,2010-10-01,65,19,1
740,7549,サークルメイト Windows版,Bonbee!,1999-10-29,65,19,1
741,11122,魔女侵犯 -淫辱のジャッジメント-,BLUE TOPAZ,2008-06-27,65,18,1
742,24156,エッチなメニューはじめました! ～ヤリマンJKのファミレスご奉仕アルバイト～,ぱこぱこそふと,2016-08-26,65,18,1
743,21627,もう許してッ! 射精管理お姉さん,ディーゼルマインMf,2015-02-20,65,17,1
744,23742,借り妻 －今夜、兄嫁と寝ます－,シルキーズSAKURA,2016-07-29,65,17,3
745,20883,淫烙の巫女NTR 第二話「泥濘の新婚生活」,Nomad,2014-08-08,65,17,2
746,21368,ユリキラー 淫欲に堕ちる百合たち,アトリエかぐや,2015-02-27,65,17,2
747,27207,母三人とアナあそび,Waffle,2018-12-21,65,17,2
748,20885,淫烙の巫女NTR 第四話「淫烙の二日間」,Nomad,2014-08-22,65,16,1
749,3706,凌辱人妻温泉,STRIKES,2004-06-25,65,16,1
750,9310,淫シリーズ 淫乱露出調教,Erogos,2007-09-28,65,15,1
751,31861,単身不倫 -寝取られたら寝取り返すバイ返し‐,Guilty'Dash,2022-01-28,65,14,1
752,19443,夏のイイ旅、ハメ気分♪ ～出会った人妻みんな巨根に一目惚れ! いつでもどこでも即ズボ旅行!～,Miel,2013-08-30,65,14,3
753,19927,膣内射精JK援助交際 ～いくらでもいいからあたしを買って!～,ファントムソフト,2014-01-31,65,14,1
754,30275,そして、彼女は寝取られる。 〜結ばれたはずの幼馴染は、別の男の上で腰を振っていた〜,アトリエさくら,2021-01-29,65,13,1
755,20189,淫猥催眠整体院 ～淫らな不妊治療 人妻孕ませマッサージ～,STUDIO TRIUMPH,2013-12-31,65,12,1
756,24831,祖母と僕 ～おばあちゃん、なにかでちゃうよぉ～,アパタイト,2017-03-10,65,12,1
757,30951,哀妻 ～妻と親父だけの時間～,エロイット,2021-06-25,65,12,1
758,20302,寝取られ姉妹日誌 ～大好きな彼の友人キモ男に寝取られ妊娠～,Miel,2014-03-21,65,12,1
759,34226,僕色に染まる叔母,だーくワン!,2023-07-28,65,11,4
760,29597,異世界変態生活! ～転生した俺は触手や魔物や女の子のパンツに…なる!?～,calcite,2020-08-28,65,10,1
761,20635,妹欲DEAD催眠,TRYSET MAD,2014-09-26,65,10,1
762,1420,月の雫 ～ツキノシズク～,CureLight,2001-01-26,65,9,1
763,40140,クソ生意気なギャル後輩のあざとかわいい誘惑 ～先輩ってぇ、こんなので勃っちゃうんですかぁ♪～,アパタイト,2026-03-06,65,9,1
764,17438,堕天の記憶 ～序章～ 淑乃編,Black Rabbit,2012-08-03,65,9,1
765,13268,姉妻 ～姉弟相姦遊戯～,ローズティアラ,2009-11-27,65,9,1
766,23670,爆乳人妻メード ～癒され乳母孕ませの館～,エレクトリップ,2016-07-29,65,9,1
767,32365,恋人・亜依香と元カレ ～再びあの男に抱かれ快楽にイキ狂う愛する彼女〜,アトリエさくら,2022-04-28,65,8,1
768,32575,あなたと子作りしたいな♪ ～数十年振りの再会! 幼馴染はエロく欲求不満になっていました～,アパタイト,2022-06-10,65,8,1
769,11347,凌辱人妻倶楽部,STRIKES,2008-09-26,65,8,1
770,18172,白黒催眠,エロトランス,2013-02-15,65,7,1
771,8380,秘蜜 ～秘めたるは月の蜜～,はいから喫茶(ハイカラ喫茶),2006-11-25,65,5,1
772,19425,巨乳な兄嫁は好きですか? ～貞淑な妻が牝へと変わる刻～,汁ダク系 乳組,2013-09-27,65,5,1
773,28757,母さん愛してる ～人生をかけた母親陥落大作戦～,自由いんぽん党,2019-10-06,65,5,1
774,35624,管理人の覗き見,HornyDoge,2023-12-16,65,5,1
775,38128,巨乳な母騎士寝取り孕ませ ～背徳交尾漬けでふしだらなメス穴騎士に成り下がるまで～,Miel,2025-03-21,65,5,1
776,23043,社淫狂育 ～これまでの恨み、すべて晴らしてやる!～,ディレッタント,2016-01-22,65,5,1
777,24345,奪学園 ～一途で可愛い姉妹が知らぬ間に堕ちていく～,スタジオ奪,2016-10-14,65,5,1
778,12246,エルフの姉弟 ～寝取り孕ませ恋人交換～,おとこの娘倶楽部,2009-03-06,65,5,1
779,37113,NTRレッスン,Hizure,2024-08-31,65,3,1
780,22811,巨乳人妻姉妹は中出し肉便器 ～甥の若い巨根に即堕ちメス悦びで寝取り孕ませおねだり～,Miel,2015-11-20,65,3,2
781,19936,花嫁と魔王 ～王室のハーレムは下克上～,Escu:de,2014-08-29,64,100,1
782,13058,廻る娼館街のリィナ,クレージュA,2009-10-30,64,55,1
783,2935,奪還機構ラヴネイティア,TEAM暗黒媒体,2003-08-22,64,33,1
784,1892,屈折,Sweetpain,2002-02-15,64,30,1
785,1791,ファウスト,Tail,2001-12-14,64,30,1
786,19713,私立 寝取り学院 -10人の彼氏持ち女子校生を“寝取って激イキ”させろ!-,アトリエさくら DARKNESS,2013-12-27,64,26,3
787,32476,家庭教師X催眠2 ～絶対従順、高飛車姉妹をドスケベ淫乱に催眠操作～,POISON,2022-07-29,64,18,1
788,17601,ボクの催眠世界,ようかい玉の輿,2012-08-11,64,13,1
789,35390,爆乳レイヤーは俺の孕ませ肉オナホ! ～友達の彼女を寝取り交尾でチン媚びレイヤーに!～,Miel,2023-11-24,64,12,1
790,19791,放課後の不適格者,Nostalgic Chord,2014-05-30,63,136,2
791,27716,ママは対魔忍,Black Lilith,2019-04-19,63,52,3
792,15404,お姉ちゃんエロエロ注意報 ～愛液の大洪水～,softhouse-seal,2011-06-24,63,50,1
793,4410,悪注入 -君に捧げる悪意の魂-,祭企画,2004-12-10,63,39,1
794,18957,キモメン底辺職でも巨根ならハーレムギルドの主になれる!? ～伝説の騎士や聖女、魔王を種付け攻略! 美少女だらけ夢の冒険性活!～,Miel,2013-05-31,63,32,1
795,1957,ぽこぽこ軍将2 ～いっつ・あ・りある・わ～るど～,ainos,2002-03-29,63,24,1
796,18840,ミニパイくれ～ま～ 文句を言いたいのにおっぱいが感じちゃう,アトリエかぐや,2013-05-31,63,23,1
797,31742,横恋慕 -人妻のヒメゴト‐,Guilty'Dash,2021-12-24,63,18,1
798,10317,おしえて巫女先生弐・外伝 ～ハーレム編～,あねせん,2007-12-14,63,16,2
799,23787,人妻刑事は元魔法少女 ～2重スパイの俺が洗脳催眠を繰り返し寝取り堕とす～,魔法使いソフト,2016-06-24,63,14,1
800,18969,保健委員の力を利用して、後輩の女の子の身体測定でイタズラ放題やっちゃいました!,4H,2010-07-15,63,12,1
801,34454,恋人・亜依理を抱いた他の男達 ～愛する恋人が俺の元から去った理由～,アトリエさくら,2023-08-25,63,10,1
802,28806,兄嫁は俺のモノを離さない ～未亡人若女将の誘惑～,アパタイト,2020-01-10,63,10,1
803,191,カレッジテラストーリー,URAN,1998-08-28,63,10,1
804,20236,清楚な兄嫁は俺だけの淫乱肉オナホ,CATTLEYA,2014-03-28,63,9,1
805,7862,Satisfaction -禁断の錬香-,Parthenon,2006-06-25,63,8,1
806,30109,サキュって! アテンプテーション ～クソザコ淫魔の愛され奮闘記～,シストレイド,2021-03-17,63,7,1
807,8921,家庭訪悶,黒雛,2007-04-13,63,6,1
808,26255,両隣の人妻 ～そうなった理由はアパートの壁が薄かったから～,桃源郷,2018-01-26,63,4,1
809,17659,くノ一菖蒲 ～艶熟精堕淫舞～,BLACK PACKAGE TRY,2012-12-14,63,4,1
810,29028,清楚な同級生人妻はオレの××で愛慾に目覚める。 新感覚アニメーションノベル妻缶 Chapter1,ANIMovie,2019-12-20,63,4,1
811,24315,HIJK!,Fanta,2010-12-31,63,2,1
812,236,Choir(クァイア),Rateblack,2001-02-09,62,157,1
813,17885,モテすぎて修羅場なオレ,プラリネ,2013-02-22,62,62,1
814,16717,兄妹秘哀 ～イヤなのに、カンじちゃう～,アパタイト,2012-02-24,62,61,7
815,13907,魔王の淫具,ALL-TiME,2010-07-16,62,33,2
816,6412,中出しティータイム・召しませクリームパイ,オーサリングヘヴン,2005-12-02,62,31,1
817,16173,ヴァージン・ワイフ、密やかな開通 ～あなた、お父さんに躾けられてしまったの…～,トルピード,2011-11-18,62,26,1
818,20875,カミツレ ～7の二乗不思議～,りぷる,2015-02-27,62,25,1
819,25162,"Oh,Yes! 褐色ビッチ人妻の性欲解消 ～エロエロできるママさんバレー会～",アパタイト,2017-05-12,62,25,2
820,15711,孤高の格闘美少女霧香がキモオタに種付けされまくる ～無駄だ! 幾ら子宮を汚されても屈するものか!～,Miel,2011-08-05,62,23,3
821,19619,キモメンでも巨根なら名門校のお嬢様を専用孕まセレブビッチにできる!,Miel,2013-09-27,62,22,1
822,23812,お前の旦那だって俺の妻を奪ったんだから、いいだろう? ～復讐のネトリ～,アパダッシュ,2016-07-01,62,12,2
823,25792,筆下ろしママ ～溢れる白濁&ミルク～,インカローズ,2017-11-24,62,10,1
824,19111,たぷたぷの完熟おっぱいに包まれて、夢見るように射精し続ける俺の4泊5日,ディーゼルマイン,2013-05-31,62,4,1
825,37347,寝取り勇者 ～親友の母ちゃん妊娠させれば即クリア～,WILD FLOWER,2024-10-25,62,1,1
826,7585,アンバランス ～彼女の心は奪えない?～,WINTERS,2007-04-27,61,22,1
827,25723,催眠アプリで寝取りハメ ～これまでの恨み、ヤり返してやる!～,アパタイト,2017-10-13,61,16,2
828,15901,肉欲接待プロデュース ～穴がブッ壊れるまで使ってやる～,黒鳥,2011-09-30,61,15,1
829,19475,シオリノコトハ ～密室図書館の生贄～,黒鳥,2013-11-29,61,14,1
830,3948,Tender Breeze,O-Din,2004-09-24,61,12,1
831,38388,巨乳な友達の母を若い巨チンで寝取って孕ませハーレムを作る話,Miel,2025-04-25,61,9,1
832,11018,淫触の退魔巫女 楓,EROTICA BLACK,2008-05-09,61,4,1
833,40424,人妻上司の分からせ方,平安亭,2026-03-20,61,4,1
834,3693,そらのいろ、みずのいろ,Ciel,2004-06-25,60,287,2
835,14203,黙って私のムコになれ!,ensemble,2011-01-28,60,270,1
836,24362,タンテイセブン,Digital Cute,2017-06-30,60,96,1
837,337,將姫,C’s ware,2000-04-21,60,68,1
838,721,魔女狩りの夜に,アイル,1995-10-13,60,51,1
839,9048,密室 -Situation Elevator-,無限軌道,2005-12-23,60,44,1
840,15455,姉辱,黒雛,2011-07-08,60,37,1
841,6092,ヘブンストラーダ,AniSeed,2005-10-21,60,37,1
842,9856,孕女 ～俺はこの学園で復讐を成し遂げる～,TinkerBell,2007-11-22,60,30,1
843,29247,人妻セックス ～知らぬ間に堕とされていた愛する妻～,アトリエさくら Team.NTR,2020-04-24,60,29,1
844,5078,青の獣愛,GuiltyN,2005-06-24,60,29,1
845,697,微笑みをもういちど ～smile again～,U・Me SOFT,2000-08-04,60,28,1
846,19623,他の男の精液で孕むとき2 ～障子に映る、快感に悶え狂った妻の影～,アトリエさくら Team.NTR,2013-11-29,60,26,1
847,28789,スケベな処女のつくりかた,SUKARADOG,2020-01-31,60,26,1
848,2535,掟ノ島,TinkerBell,2003-01-24,60,25,1
849,29843,催眠奪女 ～全てが僕の自由になる世界へようこそ～ 朝霧架純編,シルキーズSAKURA,2020-09-25,60,25,3
850,9315,ハラマセテ人妻,祭企画,2007-07-27,60,24,1
851,20294,上司の妻は、元カノでした ～嫌がりながらも、枕営業に溺れていくアフター5～,アパタイト,2014-05-23,60,23,2
852,20579,オナフォ ～矯正操作で雌に変えてしまうアプリ～,Devil-seal,2014-06-13,60,23,2
853,20284,弱みを握って人妻とその娘をパコってみた。,Parthenon,2014-03-28,60,23,2
854,15303,寝取主義者の花嫁弄り! ～婚約者があんな声で喘ぐのを兄貴は知らない～,ソフトさ～くるクレージュ,2011-04-29,60,22,2
855,9685,母娘ねぶり ～誘う人妻・抱かれたい母娘～,アンダーリップ,2007-10-26,60,22,1
856,3452,巨乳人妻教師 ～恥辱の校内調教～,Black Lilith,2004-04-23,60,21,1
857,15488,とある彼女の寝取られ記録 ～年上幼馴染が変態教師のビッチ妻になるまで～,Miel,2011-06-24,60,21,1
858,14178,りりかる!,夢見奏,2010-08-14,60,20,1
859,2071,とらぶる☆とらいあんぐる,Ripe,2002-05-31,60,19,1
860,14990,母娘催眠 ～オヤコサイミン～,POISON,2011-04-28,60,19,1
861,24642,ほら、そんなに声を漏らすと彼氏にバレちまうぜ? ～エロゲ世界でモブの少女を寝取ってみた～,アパタイト,2017-02-03,60,19,2
862,583,花霞,ぴんく・ぽすと,2000-04-28,60,19,1
863,23111,溜まってるの、ママが出してやるし♪ ～黒ギャルママのドーテー調教レッスン,アパタイト,2016-02-12,60,19,1
864,26849,桃尻インストラクター寝取りレッスン ～競泳水着でえろざんまい～,アパダッシュ,2018-07-13,60,18,1
865,158,傀儡の辱めを君に,風露,1999-09-10,60,17,1
866,20328,キモメンでも巨根なら人の妻を自分のモノにできる! ～美人妻達を受精アクメさせまくれ! 目指せ! ハーレムマンション♪～,Miel,2014-03-28,60,17,4
867,27757,スマホを忘れただけなのに… ～脅され快楽に堕とされていくギャル～,アパタイト,2019-05-10,60,17,1
